id,attribute,attrs,cost,costNoBack,fightforce,lv_up_cost_no_back,model_id,pre_building_level,preBuildLv,star,star_up_cost,star_up_costs,starPowers
61315,[65|4305],[[65|4305]],[[2|206|705]],[],[17220],,613,[117|10],[117|10],15,[2|206|705],[[2|206|705]],[17220]
61316,[65|4620],[[65|4620]],[[2|206|705]],[],[18480],,613,[117|10],[117|10],16,[2|206|705],[[2|206|705]],[18480]
61317,[65|4935],[[65|4935]],[[2|206|880]],[],[19740],,613,[117|10],[117|10],17,[2|206|880],[[2|206|880]],[19740]
61318,[65|5250],[[65|5250]],[[2|206|880]],[],[21000],,613,[117|10],[117|10],18,[2|206|880],[[2|206|880]],[21000]
61319,[65|5565],[[65|5565]],[[2|206|1060]],[],[22260],,613,[117|10],[117|10],19,[2|206|1060],[[2|206|1060]],[22260]
61320,[65|6825],[[65|6825]],[[2|206|1410]],[],[27300],,613,[117|10],[117|10],20,[2|206|1410],[[2|206|1410]],[27300]
61321,[65|7455],[[65|7455]],[[2|206|1060]],[],[29820],,613,[117|20],[117|20],21,[2|206|1060],[[2|206|1060]],[29820]
61322,[65|8085],[[65|8085]],[[2|206|1145]],[],[32340],,613,[117|20],[117|20],22,[2|206|1145],[[2|206|1145]],[32340]
61323,[65|8715],[[65|8715]],[[2|206|1235]],[],[34860],,613,[117|20],[117|20],23,[2|206|1235],[[2|206|1235]],[34860]
61324,[65|9345],[[65|9345]],[[2|206|845]],[],[37380],,613,[117|20],[117|20],24,[2|206|845],[[2|206|845]],[37380]
61325,[65|9975],[[65|9975]],[[2|206|1410]],[],[39900],,613,[117|20],[117|20],25,[2|206|1410],[[2|206|1410]],[39900]
61326,[65|10605],[[65|10605]],[[2|206|1585]],[],[42420],,613,[117|20],[117|20],26,[2|206|1585],[[2|206|1585]],[42420]
61327,[65|11235],[[65|11235]],[[2|206|1585]],[],[44940],,613,[117|20],[117|20],27,[2|206|1585],[[2|206|1585]],[44940]
61328,[65|11865],[[65|11865]],[[2|206|1760]],[],[47460],,613,[117|20],[117|20],28,[2|206|1760],[[2|206|1760]],[47460]
61329,[65|12495],[[65|12495]],[[2|206|1760]],[],[49980],,613,[117|20],[117|20],29,[2|206|1760],[[2|206|1760]],[49980]
61330,[65|15010],[[65|15010]],[[2|206|2640]],[],[60040],,613,[117|20],[117|20],30,[2|206|2640],[[2|206|2640]],[60040]
61331,[65|16060],[[65|16060]],[[2|206|1760]],[],[64240],,613,[117|30],[117|30],31,[2|206|1760],[[2|206|1760]],[64240]
61332,[65|17110],[[65|17110]],[[2|206|1935]],[],[68440],,613,[117|30],[117|30],32,[2|206|1935],[[2|206|1935]],[68440]
61333,[65|18160],[[65|18160]],[[2|206|2115]],[],[72640],,613,[117|30],[117|30],33,[2|206|2115],[[2|206|2115]],[72640]
61334,[65|19210],[[65|19210]],[[2|206|2640]],[],[76840],,613,[117|30],[117|30],34,[2|206|2640],[[2|206|2640]],[76840]
61335,[65|20260],[[65|20260]],[[2|206|2640]],[],[81040],,613,[117|30],[117|30],35,[2|206|2640],[[2|206|2640]],[81040]
61336,[65|21310],[[65|21310]],[[2|206|2640]],[],[85240],,613,[117|30],[117|30],36,[2|206|2640],[[2|206|2640]],[85240]
61337,[65|22360],[[65|22360]],[[2|206|3520]],[],[89440],,613,[117|30],[117|30],37,[2|206|3520],[[2|206|3520]],[89440]
61338,[65|23410],[[65|23410]],[[2|206|3520]],[],[93640],,613,[117|30],[117|30],38,[2|206|3520],[[2|206|3520]],[93640]
61339,[65|24460],[[65|24460]],[[2|206|3520]],[],[97840],,613,[117|30],[117|30],39,[2|206|3520],[[2|206|3520]],[97840]
61340,[65|28650],[[65|28650]],[[2|206|3520]],[],[114600],,613,[117|30],[117|30],40,[2|206|3520],[[2|206|3520]],[114600]
61341,[65|30330],[[65|30330]],[[2|206|2820]],[],[121320],,613,[117|40],[117|40],41,[2|206|2820],[[2|206|2820]],[121320]
61342,[65|32010],[[65|32010]],[[2|206|3100]],[],[128040],,613,[117|40],[117|40],42,[2|206|3100],[[2|206|3100]],[128040]
61343,[65|33690],[[65|33690]],[[2|206|3385]],[],[134760],,613,[117|40],[117|40],43,[2|206|3385],[[2|206|3385]],[134760]
61344,[65|35370],[[65|35370]],[[2|206|4225]],[],[141480],,613,[117|40],[117|40],44,[2|206|4225],[[2|206|4225]],[141480]
61345,[65|37050],[[65|37050]],[[2|206|4225]],[],[148200],,613,[117|40],[117|40],45,[2|206|4225],[[2|206|4225]],[148200]
61346,[65|38730],[[65|38730]],[[2|206|4225]],[],[154920],,613,[117|40],[117|40],46,[2|206|4225],[[2|206|4225]],[154920]
61347,[65|40410],[[65|40410]],[[2|206|5635]],[],[161640],,613,[117|40],[117|40],47,[2|206|5635],[[2|206|5635]],[161640]
61348,[65|42090],[[65|42090]],[[2|206|5635]],[],[168360],,613,[117|40],[117|40],48,[2|206|5635],[[2|206|5635]],[168360]
61349,[65|43770],[[65|43770]],[[2|206|5635]],[],[175080],,613,[117|40],[117|40],49,[2|206|5635],[[2|206|5635]],[175080]
61350,[65|50055],[[65|50055]],[[2|206|5635]],[],[200220],,613,[117|40],[117|40],50,[2|206|5635],[[2|206|5635]],[200220]
61401,[66|1510|65|45],[[66|1510]|[65|45]],[[2|206|180]],[],[852],,614,[117|0],[117|0],1,[2|206|180],[[2|206|180]],[852]
61402,[66|3020|65|90],[[66|3020]|[65|90]],[[2|206|215]],[],[1703],,614,[117|0],[117|0],2,[2|206|215],[[2|206|215]],[1703]
61403,[66|4530|65|135],[[66|4530]|[65|135]],[[2|206|230]],[],[2554],,614,[117|0],[117|0],3,[2|206|230],[[2|206|230]],[2554]
61404,[66|6040|65|180],[[66|6040]|[65|180]],[[2|206|250]],[],[3405],,614,[117|0],[117|0],4,[2|206|250],[[2|206|250]],[3405]
61405,[66|7550|65|225],[[66|7550]|[65|225]],[[2|206|265]],[],[4256],,614,[117|0],[117|0],5,[2|206|265],[[2|206|265]],[4256]
61406,[66|9060|65|270],[[66|9060]|[65|270]],[[2|206|285]],[],[5107],,614,[117|0],[117|0],6,[2|206|285],[[2|206|285]],[5107]
61407,[66|10570|65|315],[[66|10570]|[65|315]],[[2|206|320]],[],[5958],,614,[117|0],[117|0],7,[2|206|320],[[2|206|320]],[5958]
61408,[66|12080|65|360],[[66|12080]|[65|360]],[[2|206|355]],[],[6809],,614,[117|0],[117|0],8,[2|206|355],[[2|206|355]],[6809]
61409,[66|13590|65|405],[[66|13590]|[65|405]],[[2|206|530]],[],[7660],,614,[117|0],[117|0],9,[2|206|530],[[2|206|530]],[7660]
61410,[66|19625|65|575],[[66|19625]|[65|575]],[[2|206|705]],[],[11023],,614,[117|0],[117|0],10,[2|206|705],[[2|206|705]],[11023]
61411,[66|21890|65|640],[[66|21890]|[65|640]],[[2|206|530]],[],[12289],,614,[117|10],[117|10],11,[2|206|530],[[2|206|530]],[12289]
61412,[66|24155|65|705],[[66|24155]|[65|705]],[[2|206|530]],[],[13556],,614,[117|10],[117|10],12,[2|206|530],[[2|206|530]],[13556]
61413,[66|26420|65|770],[[66|26420]|[65|770]],[[2|206|620]],[],[14823],,614,[117|10],[117|10],13,[2|206|620],[[2|206|620]],[14823]
61414,[66|28685|65|835],[[66|28685]|[65|835]],[[2|206|620]],[],[16089],,614,[117|10],[117|10],14,[2|206|620],[[2|206|620]],[16089]
61415,[66|30950|65|900],[[66|30950]|[65|900]],[[2|206|705]],[],[17356],,614,[117|10],[117|10],15,[2|206|705],[[2|206|705]],[17356]
61416,[66|33215|65|965],[[66|33215]|[65|965]],[[2|206|705]],[],[18623],,614,[117|10],[117|10],16,[2|206|705],[[2|206|705]],[18623]
61417,[66|35480|65|1030],[[66|35480]|[65|1030]],[[2|206|880]],[],[19889],,614,[117|10],[117|10],17,[2|206|880],[[2|206|880]],[19889]
61418,[66|37745|65|1095],[[66|37745]|[65|1095]],[[2|206|880]],[],[21156],,614,[117|10],[117|10],18,[2|206|880],[[2|206|880]],[21156]
61419,[66|40010|65|1160],[[66|40010]|[65|1160]],[[2|206|1060]],[],[22423],,614,[117|10],[117|10],19,[2|206|1060],[[2|206|1060]],[22423]
61420,[66|49060|65|1415],[[66|49060]|[65|1415]],[[2|206|1410]],[],[27465],,614,[117|10],[117|10],20,[2|206|1410],[[2|206|1410]],[27465]
61421,[66|53585|65|1545],[[66|53585]|[65|1545]],[[2|206|1060]],[],[29996],,614,[117|20],[117|20],21,[2|206|1060],[[2|206|1060]],[29996]
61422,[66|58110|65|1675],[[66|58110]|[65|1675]],[[2|206|1145]],[],[32527],,614,[117|20],[117|20],22,[2|206|1145],[[2|206|1145]],[32527]
61423,[66|62635|65|1805],[[66|62635]|[65|1805]],[[2|206|1235]],[],[35058],,614,[117|20],[117|20],23,[2|206|1235],[[2|206|1235]],[35058]
61424,[66|67160|65|1935],[[66|67160]|[65|1935]],[[2|206|845]],[],[37589],,614,[117|20],[117|20],24,[2|206|845],[[2|206|845]],[37589]
61425,[66|71685|65|2065],[[66|71685]|[65|2065]],[[2|206|1410]],[],[40120],,614,[117|20],[117|20],25,[2|206|1410],[[2|206|1410]],[40120]
61426,[66|76210|65|2195],[[66|76210]|[65|2195]],[[2|206|1585]],[],[42652],,614,[117|20],[117|20],26,[2|206|1585],[[2|206|1585]],[42652]
61427,[66|80735|65|2325],[[66|80735]|[65|2325]],[[2|206|1585]],[],[45183],,614,[117|20],[117|20],27,[2|206|1585],[[2|206|1585]],[45183]
61428,[66|85260|65|2455],[[66|85260]|[65|2455]],[[2|206|1760]],[],[47714],,614,[117|20],[117|20],28,[2|206|1760],[[2|206|1760]],[47714]
61429,[66|89785|65|2585],[[66|89785]|[65|2585]],[[2|206|1760]],[],[50245],,614,[117|20],[117|20],29,[2|206|1760],[[2|206|1760]],[50245]
61430,[66|107885|65|3090],[[66|107885]|[65|3090]],[[2|206|2640]],[],[60309],,614,[117|20],[117|20],30,[2|206|2640],[[2|206|2640]],[60309]
61431,[66|115425|65|3300],[[66|115425]|[65|3300]],[[2|206|1760]],[],[64500],,614,[117|30],[117|30],31,[2|206|1760],[[2|206|1760]],[64500]
61432,[66|122965|65|3510],[[66|122965]|[65|3510]],[[2|206|1935]],[],[68692],,614,[117|30],[117|30],32,[2|206|1935],[[2|206|1935]],[68692]
61433,[66|130505|65|3720],[[66|130505]|[65|3720]],[[2|206|2115]],[],[72883],,614,[117|30],[117|30],33,[2|206|2115],[[2|206|2115]],[72883]
61434,[66|138045|65|3930],[[66|138045]|[65|3930]],[[2|206|2640]],[],[77074],,614,[117|30],[117|30],34,[2|206|2640],[[2|206|2640]],[77074]
61435,[66|145585|65|4140],[[66|145585]|[65|4140]],[[2|206|2640]],[],[81265],,614,[117|30],[117|30],35,[2|206|2640],[[2|206|2640]],[81265]
61436,[66|153125|65|4350],[[66|153125]|[65|4350]],[[2|206|2640]],[],[85456],,614,[117|30],[117|30],36,[2|206|2640],[[2|206|2640]],[85456]
61437,[66|160665|65|4560],[[66|160665]|[65|4560]],[[2|206|3520]],[],[89647],,614,[117|30],[117|30],37,[2|206|3520],[[2|206|3520]],[89647]
61438,[66|168205|65|4770],[[66|168205]|[65|4770]],[[2|206|3520]],[],[93838],,614,[117|30],[117|30],38,[2|206|3520],[[2|206|3520]],[93838]
61439,[66|175745|65|4980],[[66|175745]|[65|4980]],[[2|206|3520]],[],[98029],,614,[117|30],[117|30],39,[2|206|3520],[[2|206|3520]],[98029]
61440,[66|205905|65|5820],[[66|205905]|[65|5820]],[[2|206|3520]],[],[114794],,614,[117|30],[117|30],40,[2|206|3520],[[2|206|3520]],[114794]
61441,[66|217970|65|6160],[[66|217970]|[65|6160]],[[2|206|2820]],[],[121516],,614,[117|40],[117|40],41,[2|206|2820],[[2|206|2820]],[121516]
61442,[66|230035|65|6500],[[66|230035]|[65|6500]],[[2|206|3100]],[],[128238],,614,[117|40],[117|40],42,[2|206|3100],[[2|206|3100]],[128238]
61443,[66|242100|65|6840],[[66|242100]|[65|6840]],[[2|206|3385]],[],[134960],,614,[117|40],[117|40],43,[2|206|3385],[[2|206|3385]],[134960]
61444,[66|254165|65|7180],[[66|254165]|[65|7180]],[[2|206|4225]],[],[141683],,614,[117|40],[117|40],44,[2|206|4225],[[2|206|4225]],[141683]
61445,[66|266230|65|7520],[[66|266230]|[65|7520]],[[2|206|4225]],[],[148405],,614,[117|40],[117|40],45,[2|206|4225],[[2|206|4225]],[148405]
61446,[66|278295|65|7860],[[66|278295]|[65|7860]],[[2|206|4225]],[],[155127],,614,[117|40],[117|40],46,[2|206|4225],[[2|206|4225]],[155127]
61447,[66|290360|65|8200],[[66|290360]|[65|8200]],[[2|206|5635]],[],[161849],,614,[117|40],[117|40],47,[2|206|5635],[[2|206|5635]],[161849]
61448,[66|302425|65|8540],[[66|302425]|[65|8540]],[[2|206|5635]],[],[168572],,614,[117|40],[117|40],48,[2|206|5635],[[2|206|5635]],[168572]
61449,[66|314490|65|8880],[[66|314490]|[65|8880]],[[2|206|5635]],[],[175294],,614,[117|40],[117|40],49,[2|206|5635],[[2|206|5635]],[175294]
61450,[66|359730|65|10140],[[66|359730]|[65|10140]],[[2|206|5635]],[],[200440],,614,[117|40],[117|40],50,[2|206|5635],[[2|206|5635]],[200440]
63101,[65|170|66|380],[[65|170]|[66|380]],[[2|206|180]],[],[849],,631,[117|0],[117|0],1,[2|206|180],[[2|206|180]],[849]
63102,[65|340|66|760],[[65|340]|[66|760]],[[2|206|215]],[],[1698],,631,[117|0],[117|0],2,[2|206|215],[[2|206|215]],[1698]
63103,[65|510|66|1140],[[65|510]|[66|1140]],[[2|206|230]],[],[2547],,631,[117|0],[117|0],3,[2|206|230],[[2|206|230]],[2547]
63104,[65|680|66|1520],[[65|680]|[66|1520]],[[2|206|250]],[],[3396],,631,[117|0],[117|0],4,[2|206|250],[[2|206|250]],[3396]
63105,[65|850|66|1900],[[65|850]|[66|1900]],[[2|206|265]],[],[4245],,631,[117|0],[117|0],5,[2|206|265],[[2|206|265]],[4245]
63106,[65|1020|66|2280],[[65|1020]|[66|2280]],[[2|206|285]],[],[5094],,631,[117|0],[117|0],6,[2|206|285],[[2|206|285]],[5094]
63107,[65|1190|66|2660],[[65|1190]|[66|2660]],[[2|206|320]],[],[5943],,631,[117|0],[117|0],7,[2|206|320],[[2|206|320]],[5943]
63108,[65|1360|66|3040],[[65|1360]|[66|3040]],[[2|206|355]],[],[6792],,631,[117|0],[117|0],8,[2|206|355],[[2|206|355]],[6792]
63109,[65|1530|66|3420],[[65|1530]|[66|3420]],[[2|206|530]],[],[7640],,631,[117|0],[117|0],9,[2|206|530],[[2|206|530]],[7640]
63110,[65|2205|66|4930],[[65|2205]|[66|4930]],[[2|206|705]],[],[11012],,631,[117|0],[117|0],10,[2|206|705],[[2|206|705]],[11012]
63111,[65|2460|66|5500],[[65|2460]|[66|5500]],[[2|206|530]],[],[12285],,631,[117|10],[117|10],11,[2|206|530],[[2|206|530]],[12285]
63112,[65|2715|66|6070],[[65|2715]|[66|6070]],[[2|206|530]],[],[13558],,631,[117|10],[117|10],12,[2|206|530],[[2|206|530]],[13558]
63113,[65|2970|66|6640],[[65|2970]|[66|6640]],[[2|206|620]],[],[14832],,631,[117|10],[117|10],13,[2|206|620],[[2|206|620]],[14832]
63114,[65|3225|66|7210],[[65|3225]|[66|7210]],[[2|206|620]],[],[16105],,631,[117|10],[117|10],14,[2|206|620],[[2|206|620]],[16105]
63115,[65|3480|66|7780],[[65|3480]|[66|7780]],[[2|206|705]],[],[17378],,631,[117|10],[117|10],15,[2|206|705],[[2|206|705]],[17378]
63116,[65|3735|66|8350],[[65|3735]|[66|8350]],[[2|206|705]],[],[18652],,631,[117|10],[117|10],16,[2|206|705],[[2|206|705]],[18652]
63117,[65|3990|66|8920],[[65|3990]|[66|8920]],[[2|206|880]],[],[19925],,631,[117|10],[117|10],17,[2|206|880],[[2|206|880]],[19925]
63118,[65|4245|66|9490],[[65|4245]|[66|9490]],[[2|206|880]],[],[21198],,631,[117|10],[117|10],18,[2|206|880],[[2|206|880]],[21198]
63119,[65|4500|66|10060],[[65|4500]|[66|10060]],[[2|206|1060]],[],[22472],,631,[117|10],[117|10],19,[2|206|1060],[[2|206|1060]],[22472]
63120,[65|5510|66|12325],[[65|5510]|[66|12325]],[[2|206|1410]],[],[27518],,631,[117|10],[117|10],20,[2|206|1410],[[2|206|1410]],[27518]
63121,[65|6015|66|13460],[[65|6015]|[66|13460]],[[2|206|1060]],[],[30043],,631,[117|20],[117|20],21,[2|206|1060],[[2|206|1060]],[30043]
63122,[65|6520|66|14595],[[65|6520]|[66|14595]],[[2|206|1145]],[],[32567],,631,[117|20],[117|20],22,[2|206|1145],[[2|206|1145]],[32567]
63123,[65|7025|66|15730],[[65|7025]|[66|15730]],[[2|206|1235]],[],[35092],,631,[117|20],[117|20],23,[2|206|1235],[[2|206|1235]],[35092]
63124,[65|7530|66|16865],[[65|7530]|[66|16865]],[[2|206|845]],[],[37616],,631,[117|20],[117|20],24,[2|206|845],[[2|206|845]],[37616]
63125,[65|8035|66|18000],[[65|8035]|[66|18000]],[[2|206|1410]],[],[40140],,631,[117|20],[117|20],25,[2|206|1410],[[2|206|1410]],[40140]
63126,[65|8540|66|19135],[[65|8540]|[66|19135]],[[2|206|1585]],[],[42665],,631,[117|20],[117|20],26,[2|206|1585],[[2|206|1585]],[42665]
63127,[65|9045|66|20270],[[65|9045]|[66|20270]],[[2|206|1585]],[],[45189],,631,[117|20],[117|20],27,[2|206|1585],[[2|206|1585]],[45189]
63128,[65|9550|66|21405],[[65|9550]|[66|21405]],[[2|206|1760]],[],[47714],,631,[117|20],[117|20],28,[2|206|1760],[[2|206|1760]],[47714]
63129,[65|10055|66|22540],[[65|10055]|[66|22540]],[[2|206|1760]],[],[50238],,631,[117|20],[117|20],29,[2|206|1760],[[2|206|1760]],[50238]
63130,[65|12070|66|27065],[[65|12070]|[66|27065]],[[2|206|2640]],[],[60309],,631,[117|20],[117|20],30,[2|206|2640],[[2|206|2640]],[60309]
63131,[65|12910|66|28950],[[65|12910]|[66|28950]],[[2|206|1760]],[],[64507],,631,[117|30],[117|30],31,[2|206|1760],[[2|206|1760]],[64507]
63132,[65|13750|66|30835],[[65|13750]|[66|30835]],[[2|206|1935]],[],[68705],,631,[117|30],[117|30],32,[2|206|1935],[[2|206|1935]],[68705]
63133,[65|14590|66|32720],[[65|14590]|[66|32720]],[[2|206|2115]],[],[72903],,631,[117|30],[117|30],33,[2|206|2115],[[2|206|2115]],[72903]
63134,[65|15430|66|34605],[[65|15430]|[66|34605]],[[2|206|2640]],[],[77100],,631,[117|30],[117|30],34,[2|206|2640],[[2|206|2640]],[77100]
63135,[65|16270|66|36490],[[65|16270]|[66|36490]],[[2|206|2640]],[],[81298],,631,[117|30],[117|30],35,[2|206|2640],[[2|206|2640]],[81298]
63136,[65|17110|66|38375],[[65|17110]|[66|38375]],[[2|206|2640]],[],[85496],,631,[117|30],[117|30],36,[2|206|2640],[[2|206|2640]],[85496]
63137,[65|17950|66|40260],[[65|17950]|[66|40260]],[[2|206|3520]],[],[89694],,631,[117|30],[117|30],37,[2|206|3520],[[2|206|3520]],[89694]
63138,[65|18790|66|42145],[[65|18790]|[66|42145]],[[2|206|3520]],[],[93892],,631,[117|30],[117|30],38,[2|206|3520],[[2|206|3520]],[93892]
63139,[65|19630|66|44030],[[65|19630]|[66|44030]],[[2|206|3520]],[],[98089],,631,[117|30],[117|30],39,[2|206|3520],[[2|206|3520]],[98089]
63140,[65|22985|66|51570],[[65|22985]|[66|51570]],[[2|206|3520]],[],[114860],,631,[117|30],[117|30],40,[2|206|3520],[[2|206|3520]],[114860]
63141,[65|24330|66|54590],[[65|24330]|[66|54590]],[[2|206|2820]],[],[121583],,631,[117|40],[117|40],41,[2|206|2820],[[2|206|2820]],[121583]
63142,[65|25675|66|57610],[[65|25675]|[66|57610]],[[2|206|3100]],[],[128305],,631,[117|40],[117|40],42,[2|206|3100],[[2|206|3100]],[128305]
63143,[65|27020|66|60630],[[65|27020]|[66|60630]],[[2|206|3385]],[],[135027],,631,[117|40],[117|40],43,[2|206|3385],[[2|206|3385]],[135027]
63144,[65|28365|66|63650],[[65|28365]|[66|63650]],[[2|206|4225]],[],[141749],,631,[117|40],[117|40],44,[2|206|4225],[[2|206|4225]],[141749]
63145,[65|29710|66|66670],[[65|29710]|[66|66670]],[[2|206|4225]],[],[148472],,631,[117|40],[117|40],45,[2|206|4225],[[2|206|4225]],[148472]
63146,[65|31055|66|69690],[[65|31055]|[66|69690]],[[2|206|4225]],[],[155194],,631,[117|40],[117|40],46,[2|206|4225],[[2|206|4225]],[155194]
63147,[65|32400|66|72710],[[65|32400]|[66|72710]],[[2|206|5635]],[],[161916],,631,[117|40],[117|40],47,[2|206|5635],[[2|206|5635]],[161916]
63148,[65|33745|66|75730],[[65|33745]|[66|75730]],[[2|206|5635]],[],[168638],,631,[117|40],[117|40],48,[2|206|5635],[[2|206|5635]],[168638]
63149,[65|35090|66|78750],[[65|35090]|[66|78750]],[[2|206|5635]],[],[175360],,631,[117|40],[117|40],49,[2|206|5635],[[2|206|5635]],[175360]
63150,[65|40120|66|90060],[[65|40120]|[66|90060]],[[2|206|5635]],[],[200507],,631,[117|40],[117|40],50,[2|206|5635],[[2|206|5635]],[200507]
63201,[66|1885],[[66|1885]],[[2|206|180]],[],[838],,632,[117|0],[117|0],1,[2|206|180],[[2|206|180]],[838]
63202,[66|3770],[[66|3770]],[[2|206|215]],[],[1676],,632,[117|0],[117|0],2,[2|206|215],[[2|206|215]],[1676]
63203,[66|5655],[[66|5655]],[[2|206|230]],[],[2514],,632,[117|0],[117|0],3,[2|206|230],[[2|206|230]],[2514]
63204,[66|7540],[[66|7540]],[[2|206|250]],[],[3352],,632,[117|0],[117|0],4,[2|206|250],[[2|206|250]],[3352]
63205,[66|9425],[[66|9425]],[[2|206|265]],[],[4189],,632,[117|0],[117|0],5,[2|206|265],[[2|206|265]],[4189]
63206,[66|11310],[[66|11310]],[[2|206|285]],[],[5027],,632,[117|0],[117|0],6,[2|206|285],[[2|206|285]],[5027]
63207,[66|13195],[[66|13195]],[[2|206|320]],[],[5865],,632,[117|0],[117|0],7,[2|206|320],[[2|206|320]],[5865]
63208,[66|15080],[[66|15080]],[[2|206|355]],[],[6703],,632,[117|0],[117|0],8,[2|206|355],[[2|206|355]],[6703]
63209,[66|16965],[[66|16965]],[[2|206|530]],[],[7540],,632,[117|0],[117|0],9,[2|206|530],[[2|206|530]],[7540]
63210,[66|24505],[[66|24505]],[[2|206|705]],[],[10892],,632,[117|0],[117|0],10,[2|206|705],[[2|206|705]],[10892]
63211,[66|27335],[[66|27335]],[[2|206|530]],[],[12149],,632,[117|10],[117|10],11,[2|206|530],[[2|206|530]],[12149]
63212,[66|30165],[[66|30165]],[[2|206|530]],[],[13407],,632,[117|10],[117|10],12,[2|206|530],[[2|206|530]],[13407]
63213,[66|32995],[[66|32995]],[[2|206|620]],[],[14665],,632,[117|10],[117|10],13,[2|206|620],[[2|206|620]],[14665]
63214,[66|35825],[[66|35825]],[[2|206|620]],[],[15923],,632,[117|10],[117|10],14,[2|206|620],[[2|206|620]],[15923]
63215,[66|38655],[[66|38655]],[[2|206|705]],[],[17180],,632,[117|10],[117|10],15,[2|206|705],[[2|206|705]],[17180]
63216,[66|41485],[[66|41485]],[[2|206|705]],[],[18438],,632,[117|10],[117|10],16,[2|206|705],[[2|206|705]],[18438]
63217,[66|44315],[[66|44315]],[[2|206|880]],[],[19696],,632,[117|10],[117|10],17,[2|206|880],[[2|206|880]],[19696]
63218,[66|47145],[[66|47145]],[[2|206|880]],[],[20954],,632,[117|10],[117|10],18,[2|206|880],[[2|206|880]],[20954]
63219,[66|49975],[[66|49975]],[[2|206|1060]],[],[22212],,632,[117|10],[117|10],19,[2|206|1060],[[2|206|1060]],[22212]
63220,[66|61285],[[66|61285]],[[2|206|1410]],[],[27238],,632,[117|10],[117|10],20,[2|206|1410],[[2|206|1410]],[27238]
63221,[66|66940],[[66|66940]],[[2|206|1060]],[],[29752],,632,[117|20],[117|20],21,[2|206|1060],[[2|206|1060]],[29752]
63222,[66|72595],[[66|72595]],[[2|206|1145]],[],[32265],,632,[117|20],[117|20],22,[2|206|1145],[[2|206|1145]],[32265]
63223,[66|78250],[[66|78250]],[[2|206|1235]],[],[34778],,632,[117|20],[117|20],23,[2|206|1235],[[2|206|1235]],[34778]
63224,[66|83905],[[66|83905]],[[2|206|845]],[],[37292],,632,[117|20],[117|20],24,[2|206|845],[[2|206|845]],[37292]
63225,[66|89560],[[66|89560]],[[2|206|1410]],[],[39805],,632,[117|20],[117|20],25,[2|206|1410],[[2|206|1410]],[39805]
63226,[66|95215],[[66|95215]],[[2|206|1585]],[],[42318],,632,[117|20],[117|20],26,[2|206|1585],[[2|206|1585]],[42318]
63227,[66|100870],[[66|100870]],[[2|206|1585]],[],[44832],,632,[117|20],[117|20],27,[2|206|1585],[[2|206|1585]],[44832]
63228,[66|106525],[[66|106525]],[[2|206|1760]],[],[47345],,632,[117|20],[117|20],28,[2|206|1760],[[2|206|1760]],[47345]
63229,[66|112180],[[66|112180]],[[2|206|1760]],[],[49858],,632,[117|20],[117|20],29,[2|206|1760],[[2|206|1760]],[49858]
63230,[66|134800],[[66|134800]],[[2|206|2640]],[],[59912],,632,[117|20],[117|20],30,[2|206|2640],[[2|206|2640]],[59912]
63231,[66|144225],[[66|144225]],[[2|206|1760]],[],[64100],,632,[117|30],[117|30],31,[2|206|1760],[[2|206|1760]],[64100]
63232,[66|153650],[[66|153650]],[[2|206|1935]],[],[68289],,632,[117|30],[117|30],32,[2|206|1935],[[2|206|1935]],[68289]
63233,[66|163075],[[66|163075]],[[2|206|2115]],[],[72478],,632,[117|30],[117|30],33,[2|206|2115],[[2|206|2115]],[72478]
63234,[66|172500],[[66|172500]],[[2|206|2640]],[],[76667],,632,[117|30],[117|30],34,[2|206|2640],[[2|206|2640]],[76667]
63235,[66|181925],[[66|181925]],[[2|206|2640]],[],[80856],,632,[117|30],[117|30],35,[2|206|2640],[[2|206|2640]],[80856]
63236,[66|191350],[[66|191350]],[[2|206|2640]],[],[85045],,632,[117|30],[117|30],36,[2|206|2640],[[2|206|2640]],[85045]
63237,[66|200775],[[66|200775]],[[2|206|3520]],[],[89234],,632,[117|30],[117|30],37,[2|206|3520],[[2|206|3520]],[89234]
63238,[66|210200],[[66|210200]],[[2|206|3520]],[],[93423],,632,[117|30],[117|30],38,[2|206|3520],[[2|206|3520]],[93423]
63239,[66|219625],[[66|219625]],[[2|206|3520]],[],[97612],,632,[117|30],[117|30],39,[2|206|3520],[[2|206|3520]],[97612]
