id,army_count,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attrList,downgrade,exp,exp_die,fightforce,level,mainAttribute,prebuilding_level,quality,unlock_lv,unlock_lv_new
16165,495,[3|11328],[4|76135],[10|5000],[5|350],[57|0],[24|0],[1021|2050],[[3|11328]|[4|76135]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2050]],0,230000,-1,75766,165,1,[117|30],6,13,1
16166,498,[3|11555],[4|77647],[10|5000],[5|350],[57|0],[24|0],[1021|2060],[[3|11555]|[4|77647]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2060]],0,240000,-1,77278,166,1,[117|30],6,13,1
16167,501,[3|11782],[4|79159],[10|5000],[5|350],[57|0],[24|0],[1021|2070],[[3|11782]|[4|79159]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2070]],0,250000,-1,78791,167,1,[117|30],6,13,1
16168,504,[3|12009],[4|80671],[10|5000],[5|350],[57|0],[24|0],[1021|2080],[[3|12009]|[4|80671]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2080]],0,253300,-1,80304,168,1,[117|30],6,13,1
16169,507,[3|12236],[4|82183],[10|5000],[5|350],[57|0],[24|0],[1021|2090],[[3|12236]|[4|82183]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2090]],0,260000,-1,81817,169,1,[117|30],6,13,1
16170,510,[3|12462],[4|83695],[10|5000],[5|350],[57|0],[24|0],[1021|2100],[[3|12462]|[4|83695]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2100]],0,280000,-1,83326,170,1,[117|31],6,14,1
16171,513,[3|12738],[4|85531],[10|5000],[5|350],[57|0],[24|0],[1021|2110],[[3|12738]|[4|85531]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2110]],0,290000,-1,85164,171,1,[117|31],6,14,1
16172,516,[3|13013],[4|87367],[10|5000],[5|350],[57|0],[24|0],[1021|2120],[[3|13013]|[4|87367]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2120]],0,310000,-1,86998,172,1,[117|31],6,14,1
16173,519,[3|13289],[4|89203],[10|5000],[5|350],[57|0],[24|0],[1021|2130],[[3|13289]|[4|89203]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2130]],0,320000,-1,88837,173,1,[117|31],6,14,1
16174,522,[3|13564],[4|91039],[10|5000],[5|350],[57|0],[24|0],[1021|2140],[[3|13564]|[4|91039]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2140]],0,340000,-1,90671,174,1,[117|31],6,14,1
16175,525,[3|13839],[4|92875],[10|5000],[5|350],[57|0],[24|0],[1021|2150],[[3|13839]|[4|92875]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2150]],0,350000,-1,92506,175,1,[117|32],6,14,1
16176,528,[3|14115],[4|94711],[10|5000],[5|350],[57|0],[24|0],[1021|2160],[[3|14115]|[4|94711]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2160]],0,370000,-1,94344,176,1,[117|32],6,14,1
16177,531,[3|14390],[4|96547],[10|5000],[5|350],[57|0],[24|0],[1021|2170],[[3|14390]|[4|96547]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2170]],0,380000,-1,96178,177,1,[117|32],6,14,1
16178,534,[3|14666],[4|98383],[10|5000],[5|350],[57|0],[24|0],[1021|2180],[[3|14666]|[4|98383]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2180]],0,400000,-1,98017,178,1,[117|32],6,14,1
16179,537,[3|14941],[4|100219],[10|5000],[5|350],[57|0],[24|0],[1021|2190],[[3|14941]|[4|100219]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2190]],0,410000,-1,99851,179,1,[117|32],6,14,1
16180,540,[3|15216],[4|102055],[10|5000],[5|350],[57|0],[24|0],[1021|2200],[[3|15216]|[4|102055]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2200]],0,430000,-1,101686,180,1,[117|33],6,15,1
16181,543,[3|15540],[4|104215],[10|5000],[5|350],[57|0],[24|0],[1021|2210],[[3|15540]|[4|104215]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2210]],0,450000,-1,103846,181,1,[117|33],6,15,1
16182,546,[3|15864],[4|106375],[10|5000],[5|350],[57|0],[24|0],[1021|2220],[[3|15864]|[4|106375]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2220]],0,470000,-1,106006,182,1,[117|33],6,15,1
16183,549,[3|16188],[4|108535],[10|5000],[5|350],[57|0],[24|0],[1021|2230],[[3|16188]|[4|108535]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2230]],0,490000,-1,108166,183,1,[117|33],6,15,1
16184,552,[3|16512],[4|110695],[10|5000],[5|350],[57|0],[24|0],[1021|2240],[[3|16512]|[4|110695]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2240]],0,510000,-1,110326,184,1,[117|33],6,15,1
16185,555,[3|16836],[4|112855],[10|5000],[5|350],[57|0],[24|0],[1021|2250],[[3|16836]|[4|112855]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2250]],0,530000,-1,112486,185,1,[117|34],6,15,1
16186,558,[3|17160],[4|115015],[10|5000],[5|350],[57|0],[24|0],[1021|2260],[[3|17160]|[4|115015]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2260]],0,550000,-1,114646,186,1,[117|34],6,15,1
16187,561,[3|17484],[4|117175],[10|5000],[5|350],[57|0],[24|0],[1021|2270],[[3|17484]|[4|117175]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2270]],0,570000,-1,116806,187,1,[117|34],6,15,1
16188,564,[3|17808],[4|119335],[10|5000],[5|350],[57|0],[24|0],[1021|2280],[[3|17808]|[4|119335]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2280]],0,590000,-1,118966,188,1,[117|34],6,15,1
16189,567,[3|18132],[4|121495],[10|5000],[5|350],[57|0],[24|0],[1021|2290],[[3|18132]|[4|121495]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2290]],0,610000,-1,121126,189,1,[117|34],6,15,1
16190,570,[3|18456],[4|123655],[10|5000],[5|350],[57|0],[24|0],[1021|2300],[[3|18456]|[4|123655]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2300]],0,630000,-1,123286,190,1,[117|35],6,16,1
16191,573,[3|18845],[4|126247],[10|5000],[5|350],[57|0],[24|0],[1021|2310],[[3|18845]|[4|126247]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2310]],0,650000,-1,125878,191,1,[117|35],6,16,1
16192,576,[3|19234],[4|128839],[10|5000],[5|350],[57|0],[24|0],[1021|2320],[[3|19234]|[4|128839]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2320]],0,670000,-1,128471,192,1,[117|35],6,16,1
16193,579,[3|19623],[4|131431],[10|5000],[5|350],[57|0],[24|0],[1021|2330],[[3|19623]|[4|131431]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2330]],0,690000,-1,131064,193,1,[117|35],6,16,1
16194,582,[3|20012],[4|134023],[10|5000],[5|350],[57|0],[24|0],[1021|2340],[[3|20012]|[4|134023]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2340]],0,720000,-1,133657,194,1,[117|35],6,16,1
16195,585,[3|20400],[4|136615],[10|5000],[5|350],[57|0],[24|0],[1021|2350],[[3|20400]|[4|136615]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2350]],0,740000,-1,136246,195,1,[117|36],6,16,1
16196,588,[3|20789],[4|139207],[10|5000],[5|350],[57|0],[24|0],[1021|2360],[[3|20789]|[4|139207]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2360]],0,760000,-1,138838,196,1,[117|36],6,16,1
16197,591,[3|21178],[4|141799],[10|5000],[5|350],[57|0],[24|0],[1021|2370],[[3|21178]|[4|141799]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2370]],0,780000,-1,141431,197,1,[117|36],6,16,1
16198,594,[3|21567],[4|144391],[10|5000],[5|350],[57|0],[24|0],[1021|2380],[[3|21567]|[4|144391]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2380]],0,800000,-1,144024,198,1,[117|36],6,16,1
16199,597,[3|21956],[4|146983],[10|5000],[5|350],[57|0],[24|0],[1021|2390],[[3|21956]|[4|146983]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2390]],0,820000,-1,146617,199,1,[117|36],6,16,1
16200,600,[3|22344],[4|149575],[10|5000],[5|350],[57|0],[24|0],[1021|2400],[[3|22344]|[4|149575]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2400]],0,850000,-1,149206,200,1,[117|37],6,17,1
16201,603,[3|22798],[4|152599],[10|5000],[5|350],[57|0],[24|0],[1021|2410],[[3|22798]|[4|152599]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2410]],0,900000,-1,152231,201,1,[117|37],6,17,1
16202,606,[3|23252],[4|155623],[10|5000],[5|350],[57|0],[24|0],[1021|2420],[[3|23252]|[4|155623]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2420]],0,905400,-1,155257,202,1,[117|37],6,17,1
16203,609,[3|23705],[4|158647],[10|5000],[5|350],[57|0],[24|0],[1021|2430],[[3|23705]|[4|158647]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2430]],0,950000,-1,158278,203,1,[117|37],6,17,1
16204,612,[3|24159],[4|161671],[10|5000],[5|350],[57|0],[24|0],[1021|2440],[[3|24159]|[4|161671]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2440]],0,955400,-1,161304,204,1,[117|37],6,17,1
16205,615,[3|24612],[4|164695],[10|5000],[5|350],[57|0],[24|0],[1021|2450],[[3|24612]|[4|164695]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2450]],0,1000000,-1,164326,205,1,[117|38],6,17,1
16206,618,[3|25066],[4|167719],[10|5000],[5|350],[57|0],[24|0],[1021|2460],[[3|25066]|[4|167719]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2460]],0,1005700,-1,167351,206,1,[117|38],6,17,1
16207,621,[3|25520],[4|170743],[10|5000],[5|350],[57|0],[24|0],[1021|2470],[[3|25520]|[4|170743]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2470]],0,1011400,-1,170377,207,1,[117|38],6,17,1
16208,624,[3|25973],[4|173767],[10|5000],[5|350],[57|0],[24|0],[1021|2480],[[3|25973]|[4|173767]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2480]],0,1050000,-1,173398,208,1,[117|38],6,17,1
16209,627,[3|26427],[4|176791],[10|5000],[5|350],[57|0],[24|0],[1021|2490],[[3|26427]|[4|176791]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2490]],0,1055700,-1,176424,209,1,[117|38],6,17,1
16210,630,[3|26880],[4|179815],[10|5000],[5|350],[57|0],[24|0],[1021|2500],[[3|26880]|[4|179815]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2500]],0,1100000,-1,179446,210,1,[117|39],6,17,1
16211,633,[3|27334],[4|182839],[10|5000],[5|350],[57|0],[24|0],[1021|2510],[[3|27334]|[4|182839]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2510]],0,1106000,-1,182471,211,1,[117|39],6,17,1
16212,636,[3|27788],[4|185863],[10|5000],[5|350],[57|0],[24|0],[1021|2520],[[3|27788]|[4|185863]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2520]],0,1150000,-1,185497,212,1,[117|39],6,17,1
16213,639,[3|28241],[4|188887],[10|5000],[5|350],[57|0],[24|0],[1021|2530],[[3|28241]|[4|188887]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2530]],0,1156000,-1,188518,213,1,[117|39],6,17,1
16214,642,[3|28695],[4|191911],[10|5000],[5|350],[57|0],[24|0],[1021|2540],[[3|28695]|[4|191911]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2540]],0,1200000,-1,191544,214,1,[117|39],6,17,1
16215,645,[3|29148],[4|194935],[10|5000],[5|350],[57|0],[24|0],[1021|2550],[[3|29148]|[4|194935]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2550]],0,1206300,-1,194566,215,1,[117|40],6,17,1
16216,648,[3|29602],[4|197959],[10|5000],[5|350],[57|0],[24|0],[1021|2560],[[3|29602]|[4|197959]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2560]],0,1250000,-1,197591,216,1,[117|40],6,17,1
16217,651,[3|30056],[4|200983],[10|5000],[5|350],[57|0],[24|0],[1021|2570],[[3|30056]|[4|200983]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2570]],0,1256300,-1,200617,217,1,[117|40],6,17,1
16218,654,[3|30509],[4|204007],[10|5000],[5|350],[57|0],[24|0],[1021|2580],[[3|30509]|[4|204007]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2580]],0,1300000,-1,203638,218,1,[117|40],6,17,1
16219,657,[3|30963],[4|207031],[10|5000],[5|350],[57|0],[24|0],[1021|2590],[[3|30963]|[4|207031]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2590]],0,1306300,-1,206664,219,1,[117|40],6,17,1
16220,660,[3|31416],[4|210055],[10|5000],[5|350],[57|0],[24|0],[1021|2600],[[3|31416]|[4|210055]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2600]],0,1350000,-1,209686,220,1,[117|40],6,18,1
16221,663,[3|31935],[4|213511],[10|5000],[5|350],[57|0],[24|0],[1021|2610],[[3|31935]|[4|213511]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2610]],0,1356600,-1,213144,221,1,[117|40],6,18,1
16222,666,[3|32453],[4|216967],[10|5000],[5|350],[57|0],[24|0],[1021|2620],[[3|32453]|[4|216967]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2620]],0,1400000,-1,216598,222,1,[117|40],6,18,1
16223,669,[3|32972],[4|220423],[10|5000],[5|350],[57|0],[24|0],[1021|2630],[[3|32972]|[4|220423]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2630]],0,1406600,-1,220057,223,1,[117|40],6,18,1
16224,672,[3|33490],[4|223879],[10|5000],[5|350],[57|0],[24|0],[1021|2640],[[3|33490]|[4|223879]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2640]],0,1450000,-1,223511,224,1,[117|40],6,18,1
16225,675,[3|34008],[4|227335],[10|5000],[5|350],[57|0],[24|0],[1021|2650],[[3|34008]|[4|227335]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2650]],0,1456900,-1,226966,225,1,[117|40],6,18,1
16226,678,[3|34527],[4|230791],[10|5000],[5|350],[57|0],[24|0],[1021|2660],[[3|34527]|[4|230791]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2660]],0,1500000,-1,230424,226,1,[117|40],6,18,1
16227,681,[3|35045],[4|234247],[10|5000],[5|350],[57|0],[24|0],[1021|2670],[[3|35045]|[4|234247]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2670]],0,1506900,-1,233878,227,1,[117|40],6,18,1
16228,684,[3|35564],[4|237703],[10|5000],[5|350],[57|0],[24|0],[1021|2680],[[3|35564]|[4|237703]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2680]],0,1550000,-1,237337,228,1,[117|40],6,18,1
16229,687,[3|36082],[4|241159],[10|5000],[5|350],[57|0],[24|0],[1021|2690],[[3|36082]|[4|241159]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2690]],0,1556900,-1,240791,229,1,[117|40],6,18,1
16230,690,[3|36600],[4|244615],[10|5000],[5|350],[57|0],[24|0],[1021|2700],[[3|36600]|[4|244615]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2700]],0,1600000,-1,244246,230,1,[117|40],6,18,1
16231,693,[3|37119],[4|248071],[10|5000],[5|350],[57|0],[24|0],[1021|2710],[[3|37119]|[4|248071]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2710]],0,1607200,-1,247704,231,1,[117|40],6,18,1
16232,696,[3|37637],[4|251527],[10|5000],[5|350],[57|0],[24|0],[1021|2720],[[3|37637]|[4|251527]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2720]],0,1650000,-1,251158,232,1,[117|40],6,18,1
16233,699,[3|38156],[4|254983],[10|5000],[5|350],[57|0],[24|0],[1021|2730],[[3|38156]|[4|254983]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2730]],0,1657200,-1,254617,233,1,[117|40],6,18,1
16234,702,[3|38674],[4|258439],[10|5000],[5|350],[57|0],[24|0],[1021|2740],[[3|38674]|[4|258439]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2740]],0,1700000,-1,258071,234,1,[117|40],6,18,1
16235,705,[3|39192],[4|261895],[10|5000],[5|350],[57|0],[24|0],[1021|2750],[[3|39192]|[4|261895]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2750]],0,1707500,-1,261526,235,1,[117|40],6,18,1
16236,708,[3|39711],[4|265351],[10|5000],[5|350],[57|0],[24|0],[1021|2760],[[3|39711]|[4|265351]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2760]],0,1750000,-1,264984,236,1,[117|40],6,18,1
16237,711,[3|40229],[4|268807],[10|5000],[5|350],[57|0],[24|0],[1021|2770],[[3|40229]|[4|268807]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2770]],0,1757500,-1,268438,237,1,[117|40],6,18,1
16238,714,[3|40748],[4|272263],[10|5000],[5|350],[57|0],[24|0],[1021|2780],[[3|40748]|[4|272263]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2780]],0,1800000,-1,271897,238,1,[117|40],6,18,1
16239,717,[3|41266],[4|275719],[10|5000],[5|350],[57|0],[24|0],[1021|2790],[[3|41266]|[4|275719]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2790]],0,1807500,-1,275351,239,1,[117|40],6,18,1
16240,720,[3|41784],[4|279175],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|41784]|[4|279175]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,1850000,-1,278806,240,1,[117|40],6,19,1
16241,723,[3|42368],[4|283063],[10|5000],[5|350],[57|0],[24|0],[1021|2720],[[3|42368]|[4|283063]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2720]],0,1857800,-1,282697,241,1,[117|40],6,19,1
16242,726,[3|42951],[4|286951],[10|5000],[5|350],[57|0],[24|0],[1021|2730],[[3|42951]|[4|286951]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2730]],0,1900000,-1,286584,242,1,[117|40],6,19,1
16243,729,[3|43534],[4|290839],[10|5000],[5|350],[57|0],[24|0],[1021|2740],[[3|43534]|[4|290839]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2740]],0,1950000,-1,290471,243,1,[117|40],6,19,1
16244,732,[3|44117],[4|294727],[10|5000],[5|350],[57|0],[24|0],[1021|2750],[[3|44117]|[4|294727]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2750]],0,1957800,-1,294358,244,1,[117|40],6,19,1
16245,735,[3|44700],[4|298615],[10|5000],[5|350],[57|0],[24|0],[1021|2760],[[3|44700]|[4|298615]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2760]],0,2000000,-1,298246,245,1,[117|40],6,19,1
16246,738,[3|45284],[4|302503],[10|5000],[5|350],[57|0],[24|0],[1021|2770],[[3|45284]|[4|302503]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2770]],0,2008100,-1,302137,246,1,[117|40],6,19,1
16247,741,[3|45867],[4|306391],[10|5000],[5|350],[57|0],[24|0],[1021|2780],[[3|45867]|[4|306391]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2780]],0,2050000,-1,306024,247,1,[117|40],6,19,1
16248,744,[3|46450],[4|310279],[10|5000],[5|350],[57|0],[24|0],[1021|2790],[[3|46450]|[4|310279]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2790]],0,2058100,-1,309911,248,1,[117|40],6,19,1
16249,747,[3|47033],[4|314167],[10|5000],[5|350],[57|0],[24|0],[1021|2790],[[3|47033]|[4|314167]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2790]],0,2100000,-1,313798,249,1,[117|40],6,19,1
16250,750,[3|47616],[4|318055],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|47616]|[4|318055]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2150000,-1,317686,250,1,[117|40],6,19,1
16251,753,[3|48199],[4|321943],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|48199]|[4|321943]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2200000,-1,321573,251,1,[117|40],6,19,1
16252,756,[3|48783],[4|325831],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|48783]|[4|325831]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2200000,-1,325464,252,1,[117|40],6,19,1
16253,759,[3|49366],[4|329719],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|49366]|[4|329719]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2250000,-1,329351,253,1,[117|40],6,19,1
16254,762,[3|49949],[4|333607],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|49949]|[4|333607]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2300000,-1,333238,254,1,[117|40],6,19,1
16255,765,[3|50532],[4|337495],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|50532]|[4|337495]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2350000,-1,337126,255,1,[117|40],6,19,1
16256,768,[3|51115],[4|341383],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|51115]|[4|341383]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2400000,-1,341013,256,1,[117|40],6,19,1
16257,771,[3|51699],[4|345271],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|51699]|[4|345271]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2450000,-1,344904,257,1,[117|40],6,19,1
16258,774,[3|52282],[4|349159],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|52282]|[4|349159]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2500000,-1,348791,258,1,[117|40],6,19,1
16259,777,[3|52865],[4|353047],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|52865]|[4|353047]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2550000,-1,352678,259,1,[117|40],6,19,1
16260,780,[3|53448],[4|356935],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|53448]|[4|356935]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2600000,-1,356566,260,1,[117|40],6,19,1
16261,783,[3|54031],[4|360823],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|54031]|[4|360823]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2650000,-1,360453,261,1,[117|40],6,19,1
16262,786,[3|54615],[4|364711],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|54615]|[4|364711]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2700000,-1,364344,262,1,[117|40],6,19,1
16263,789,[3|55198],[4|368599],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|55198]|[4|368599]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2750000,-1,368231,263,1,[117|40],6,19,1
16264,792,[3|55781],[4|372487],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|55781]|[4|372487]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2800000,-1,372118,264,1,[117|40],6,19,1
16265,795,[3|56364],[4|376375],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|56364]|[4|376375]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2850000,-1,376006,265,1,[117|40],6,19,1
16266,798,[3|56947],[4|380263],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|56947]|[4|380263]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2900000,-1,379893,266,1,[117|40],6,20,1
16267,801,[3|57531],[4|384151],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|57531]|[4|384151]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2950000,-1,383784,267,1,[117|40],6,20,1
16268,804,[3|58114],[4|388039],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|58114]|[4|388039]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3000000,-1,387671,268,1,[117|40],6,20,1
16269,807,[3|58697],[4|391927],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|58697]|[4|391927]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3050000,-1,391558,269,1,[117|40],6,20,1
16270,810,[3|59280],[4|395815],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|59280]|[4|395815]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3100000,-1,395446,270,1,[117|40],6,20,1
16271,813,[3|59863],[4|399703],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|59863]|[4|399703]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3150000,-1,399333,271,1,[117|40],6,20,1
16272,816,[3|60447],[4|403591],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|60447]|[4|403591]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3200000,-1,403224,272,1,[117|40],6,20,1
16273,819,[3|61030],[4|407479],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|61030]|[4|407479]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3250000,-1,407111,273,1,[117|40],6,20,1
16274,822,[3|61613],[4|411367],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|61613]|[4|411367]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3300000,-1,410998,274,1,[117|40],6,20,1
16275,825,[3|62196],[4|415255],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|62196]|[4|415255]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3400000,-1,414886,275,1,[117|40],6,20,1
16276,828,[3|62779],[4|419143],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|62779]|[4|419143]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3500000,-1,418773,276,1,[117|40],6,20,1
16277,831,[3|63363],[4|423031],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|63363]|[4|423031]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3600000,-1,422664,277,1,[117|40],6,20,1
16278,834,[3|63946],[4|426919],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|63946]|[4|426919]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3700000,-1,426551,278,1,[117|40],6,20,1
16279,837,[3|64529],[4|430807],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|64529]|[4|430807]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3800000,-1,430438,279,1,[117|40],6,20,1
16280,840,[3|65112],[4|434695],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|65112]|[4|434695]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3900000,-1,434326,280,1,[117|40],6,20,1
