id,adjuest_day1,adjuest_day10,adjuest_day11,adjuest_day12,adjuest_day13,adjuest_day14,adjuest_day15,adjuest_day16,adjuest_day17,adjuest_day18,adjuest_day19,adjuest_day2,adjuest_day20,adjuest_day21,adjuest_day22,adjuest_day23,adjuest_day24,adjuest_day25,adjuest_day26,adjuest_day27,adjuest_day28,adjuest_day29,adjuest_day3,adjuest_day30,adjuest_day4,adjuest_day5,adjuest_day6,adjuest_day7,adjuest_day8,adjuest_day9
4905,"103|4500,104|45000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
4906,"103|4500,104|45000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
4907,"103|4500,104|45000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
4908,"103|4500,104|45000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5001,"103|5000,104|50000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5002,"103|5000,104|50000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5003,"103|5000,104|50000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5004,"103|5000,104|50000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5005,"103|5000,104|50000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5006,"103|5000,104|50000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5007,"103|5000,104|50000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5008,"103|5000,104|50000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5101,"103|5500,104|55000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5102,"103|5500,104|55000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5103,"103|5500,104|55000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5104,"103|5500,104|55000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5105,"103|5500,104|55000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5106,"103|5500,104|55000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5107,"103|5500,104|55000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5108,"103|5500,104|55000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5201,"103|6000,104|60000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5202,"103|6000,104|60000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5203,"103|6000,104|60000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5204,"103|6000,104|60000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5205,"103|6000,104|60000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5206,"103|6000,104|60000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5207,"103|6000,104|60000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5208,"103|6000,104|60000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5301,"103|6500,104|65000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5302,"103|6500,104|65000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5303,"103|6500,104|65000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5304,"103|6500,104|65000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5305,"103|6500,104|65000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5306,"103|6500,104|65000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5307,"103|6500,104|65000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5308,"103|6500,104|65000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5401,"103|7000,104|70000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|100,104|1000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5402,"103|7000,104|70000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|100,104|1000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5403,"103|7000,104|70000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|100,104|1000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5404,"103|7000,104|70000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|100,104|1000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5405,"103|7000,104|70000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|100,104|1000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5406,"103|7000,104|70000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|100,104|1000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5407,"103|7000,104|70000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|100,104|1000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5408,"103|7000,104|70000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|100,104|1000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5501,"103|7500,104|75000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|200,104|2000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5502,"103|7500,104|75000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|200,104|2000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5503,"103|7500,104|75000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|200,104|2000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5504,"103|7500,104|75000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|200,104|2000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5505,"103|7500,104|75000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|200,104|2000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
5506,"103|7500,104|75000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|200,104|2000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0"
